,country,year,iso_code,gdp_p_cap,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_oil_co2,share_global_other_co2,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
1252,South Sudan,2000,SSD,NA,6199396,NA,NA,NA,0.46,0.037,8.73,0.074,NA,NA,NA,NA,NA,NA,NA,NA,13.955,NA,NA,NA,13.846,NA,NA,NA,NA,NA,NA,NA,8.73,10.535,41.59,6.709,24.13,3.892,0.46,0.074,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,65.31,54.12,NA,NA
1253,South Sudan,2005,SSD,NA,7535931,NA,NA,NA,0.912,-0.04,-4.2,0.121,NA,NA,NA,NA,NA,NA,NA,NA,17.775,NA,NA,NA,17.666,NA,NA,NA,NA,NA,NA,NA,8.552,9.679,42.86,5.687,22.56,2.994,0.912,0.121,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0.01,NA,72.94,64.45,NA,NA
1254,South Sudan,2010,SSD,4013,9508372,NA,NA,NA,1.313,0.023,1.75,0.138,NA,NA,NA,NA,NA,NA,NA,NA,23.79,NA,NA,NA,23.681,NA,NA,NA,NA,NA,NA,NA,7.36,8.231,48.65,5.117,21.08,2.217,1.313,0.138,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0.01,NA,78.26,69.98,NA,NA
1255,South Sudan,2015,SSD,1910,10715657,NA,NA,NA,1.913,0.388,25.48,0.178,NA,0.239,NA,NA,NA,NA,NA,NA,31.282,NA,NA,NA,31.173,NA,746.928,NA,NA,NA,NA,NA,5.202,5.887,31.91,2.978,22.57,2.106,1.913,0.178,NA,NA,8.004,NA,0.01,NA,NA,0,NA,NA,NA,0.01,NA,NA,NA,0.02,NA,63.08,55.74,NA,NA
1256,Spain,1990,ESP,23759,39202524,756125007872,12.279,0.313,231.194,6.309,2.81,5.897,0.306,0.218,79.876,2.037,265.014,6.76,0.35,332.615,6226.153,2825.089,2.352,99.023,2964.151,2.924,27262.391,1.413,1.769,0.045,12.055,0.308,7.03,5.943,34.11,0.87,22.2,0.566,122.291,3.119,0.075,2.924,1068.755,2.46,1.02,0.92,2.74,0.77,0.65,0.03,0.13,1.1,0.16,0.7,0.31,1.33,1.31,232.97,275.61,33.819,14.63
1257,Spain,1995,ESP,25051,39787416,865578975232,12.365,0.311,267.458,13.77,5.43,6.722,0.309,0.221,85.879,2.158,287.454,7.225,0.332,388.531,7479.272,3244.405,11.751,175.299,3641.635,17.651,30648.131,1.409,1.863,0.047,18.878,0.475,7.625,6.553,35.03,0.88,20.7,0.52,145.223,3.65,0.082,3.25,1219.41,1.97,1.14,0.97,2.6,0.81,0.67,0.13,0.18,1.15,0.6,0.79,0.45,1.56,1.46,260.74,303.38,19.996,7.48
1258,Spain,2000,ESP,29967,40824748,1108745388032,14.728,0.361,311.385,11.844,3.95,7.627,0.281,0.205,88.321,2.163,330.031,8.084,0.298,456.366,8888.565,3637.703,21.429,322.179,4414.962,35.927,37419.387,1.378,2.133,0.052,37.151,0.91,9.048,8.008,39.22,0.961,23.84,0.584,164.907,4.039,0.101,4.145,1527.637,2.05,1.23,0.98,2.49,0.85,0.69,0.2,0.27,1.21,0.89,0.79,0.78,1.6,1.93,326.92,369.37,18.647,5.99
1259,Spain,2005,ESP,32902,44019116,1365024047104,16.792,0.382,369.681,15.069,4.25,8.398,0.271,0.209,87.766,1.994,416.706,9.467,0.305,536.032,10597.351,4069.174,31.966,586.202,5315.504,58.472,40469.852,1.305,2.297,0.052,68.908,1.565,9.636,9.203,39.6,0.9,21.95,0.499,189.185,4.298,0.108,4.734,1781.447,1.75,1.25,0.76,2.38,0.9,0.71,0.26,0.4,1.27,1.14,0.69,1.28,1.7,1.96,405.09,424.16,47.025,12.72
1260,Spain,2010,ESP,32507,46931012,1498927202304,11.197,0.239,283.873,-13.512,-4.54,6.049,0.189,0.168,36.352,0.775,343.522,7.32,0.229,606.589,12244.624,4372.523,43.788,965.673,6177.727,78.324,36433.953,1.141,2.28,0.049,73.634,1.569,7.442,7.034,38.59,0.822,20.7,0.441,157.343,3.353,0.065,3.066,1709.882,0.9,0.85,0.26,2.14,0.91,0.68,0.32,0.55,1.3,1.22,0.62,1.19,1.39,1.25,330.13,349.27,59.649,21.01
1261,Spain,2015,ESP,32357,46671916,1497526566912,9.216,0.198,271.694,16.626,6.52,5.821,0.181,0.175,61.751,1.323,286.096,6.13,0.191,650.621,13587.807,4655.075,61.512,1268.721,6858.875,93.002,33745.395,1.052,3.707,0.079,56.603,1.213,6.97,6.801,38.59,0.827,20.51,0.439,137.451,2.945,0.064,2.966,1574.962,0.64,0.77,0.42,1.84,0.9,0.65,0.39,0.61,1.29,1.18,1,0.83,1.16,0.98,317.43,325.28,14.402,5.3
1262,Sri Lanka,1990,LKA,3613,17325770,67098669056,0.163,0.009,3.831,0.384,11.13,0.221,0.057,0.159,0.004,0,6.235,0.36,0.093,5.62,121.825,10.736,NA,NA,105.469,NA,1725.002,0.445,NA,NA,NA,NA,1.379,1.647,17.87,1.031,2.19,0.126,3.664,0.212,NA,NA,29.887,0.03,0.02,0,0.05,0.02,0,NA,NA,0.04,NA,NA,NA,0.04,NA,28.54,23.9,2.404,62.75
1263,Sri Lanka,1995,LKA,4463,18242918,85976457216,0.362,0.02,5.814,0.379,6.97,0.319,0.068,0.167,0.004,0,9.176,0.503,0.107,7.127,147.294,10.761,NA,NA,129.406,NA,2233.098,0.474,NA,NA,NA,NA,1.465,1.72,18.55,1.017,2.33,0.128,5.448,0.299,NA,NA,40.738,0.06,0.02,0,0.05,0.02,0,NA,NA,0.04,NA,NA,NA,0.06,NA,31.37,26.72,3.362,57.82
1264,Sri Lanka,2000,LKA,5543,18777606,109929504768,0.406,0.022,10.134,1.617,18.99,0.54,0.092,0.204,0.004,0,15.017,0.8,0.137,9.046,188.172,10.783,NA,NA,168.342,NA,2851.621,0.487,NA,NA,NA,NA,1.108,1.355,7.31,0.389,2.46,0.131,9.724,0.518,NA,NA,53.547,0.06,0.04,0,0.05,0.02,0,NA,NA,0.05,NA,NA,NA,0.09,NA,25.45,20.81,4.882,48.18
1265,Sri Lanka,2005,LKA,6469,19544988,126997200896,0.591,0.03,11.935,-0.212,-1.75,0.611,0.094,0.208,0.231,0.012,19.146,0.98,0.151,11.506,244.482,11.483,NA,NA,221.492,NA,3161.24,0.487,NA,NA,NA,NA,1.265,1.393,7.8,0.399,2.75,0.141,11.113,0.569,NA,NA,61.786,0.06,0.04,0,0.05,0.02,0,NA,NA,0.05,NA,NA,NA,0.1,NA,27.22,24.72,7.211,60.41
1266,Sri Lanka,2010,LKA,8503,20261738,168381513728,0.663,0.033,13.051,0.106,0.82,0.644,0.078,0.199,0.227,0.011,21.208,1.047,0.126,14.861,306.409,12.542,NA,NA,279.006,NA,3435.831,0.413,NA,NA,NA,NA,1.223,1.344,8.6,0.424,2.76,0.136,12.161,0.6,NA,NA,69.616,0.05,0.04,0,0.05,0.02,0,NA,NA,0.06,NA,NA,NA,0.11,NA,27.23,24.77,8.157,62.5
1267,Sri Lanka,2015,LKA,11078,20908024,226113847296,0.873,0.042,19.83,2.139,12.09,0.948,0.088,0.245,5.218,0.25,29.878,1.429,0.132,18.72,389.294,26.71,NA,NA,343.863,NA,4568.72,0.422,NA,NA,NA,NA,1.592,1.621,8.95,0.428,3.22,0.154,13.74,0.657,NA,NA,95.523,0.06,0.06,0.04,0.05,0.03,0,NA,NA,0.06,NA,NA,NA,0.12,NA,33.89,33.28,10.048,50.67
1274,Sudan,1990,SDN,1762,20147592,NA,0.07,0.004,4.769,1.338,39,0.237,NA,0.256,NA,NA,NA,NA,NA,2.489,111.548,NA,NA,NA,107.772,NA,924.594,NA,NA,NA,NA,NA,2.451,3.507,26.86,1.333,17.16,0.852,4.699,0.233,NA,NA,18.628,0.01,0.02,NA,0.02,0.01,NA,NA,NA,0.04,NA,NA,NA,0.05,NA,70.66,49.39,NA,NA
1275,Sudan,1995,SDN,1984,24094740,NA,0.16,0.007,3.903,0.118,3.12,0.162,NA,0.203,NA,NA,NA,NA,NA,2.992,130.438,NA,NA,NA,126.16,NA,798.076,NA,NA,NA,NA,NA,2.548,3.439,35.37,1.468,21.49,0.892,3.743,0.155,NA,NA,19.229,0.03,0.02,NA,0.02,0.01,NA,NA,NA,0.04,NA,NA,NA,0.04,NA,82.87,61.39,NA,NA
1276,Sudan,2000,SDN,2319,27275020,NA,0.06,0.002,5.055,0.41,8.83,0.185,NA,0.163,NA,NA,NA,NA,NA,3.497,153.391,NA,NA,NA,148.608,NA,1140.217,NA,NA,NA,NA,NA,2.856,3.936,45.73,1.677,26.36,0.966,4.995,0.183,NA,NA,31.099,0.01,0.02,NA,0.02,0.01,NA,NA,NA,0.04,NA,NA,NA,0.05,NA,107.36,77.89,NA,NA
1277,Sudan,2005,SDN,2751,30949514,NA,0.132,0.004,10.028,-0.443,-4.23,0.324,NA,0.192,NA,NA,NA,NA,NA,4.025,195.41,NA,NA,NA,190.099,NA,1687.166,NA,NA,NA,NA,NA,2.865,3.588,50.81,1.642,27.18,0.878,9.896,0.32,NA,NA,52.217,0.01,0.03,NA,0.02,0.02,NA,NA,NA,0.05,NA,NA,NA,0.09,NA,111.04,88.66,NA,NA
1278,Sudan,2010,SDN,3397,34545016,NA,0.747,0.022,14.398,0.209,1.47,0.417,NA,0.164,NA,NA,NA,NA,NA,5.317,261.519,NA,NA,NA,254.916,NA,2543.67,NA,NA,NA,NA,NA,2.718,3.35,51.16,1.481,25.97,0.752,13.651,0.395,NA,NA,87.871,0.06,0.04,NA,0.02,0.02,NA,NA,NA,0.05,NA,NA,NA,0.12,NA,115.74,93.91,NA,NA
1279,Sudan,2015,SDN,4262,38902948,NA,1.436,0.037,20.163,3.518,21.13,0.518,NA,0.222,NA,NA,NA,NA,NA,11.967,343.057,NA,NA,NA,329.805,NA,2338.903,NA,NA,NA,NA,NA,2.644,3.198,55.55,1.428,27.9,0.717,18.727,0.481,NA,NA,90.99,0.1,0.06,NA,0.03,0.02,NA,NA,NA,0.06,NA,NA,NA,0.16,NA,124.4,102.87,NA,NA
1280,Suriname,1990,SUR,10417,405169,NA,0.023,0.056,1.737,-0.114,-6.18,4.288,NA,0.173,NA,NA,NA,NA,NA,0.526,50.898,NA,NA,NA,48.995,NA,24820.498,NA,NA,NA,NA,NA,7.059,15.08,0.77,1.9,0.17,0.42,1.715,4.232,NA,NA,10.056,0,0.01,NA,0,0.01,NA,NA,NA,0.02,NA,NA,NA,0.02,NA,6.11,2.86,NA,NA
1281,Suriname,1995,SUR,9502,441851,NA,0.027,0.061,2.061,0.018,0.9,4.663,NA,0.207,NA,NA,NA,NA,NA,0.647,61.092,NA,NA,NA,59.067,NA,22473.701,NA,NA,NA,NA,NA,7.604,15.118,1,2.263,0.18,0.407,2.034,4.602,NA,NA,9.93,0,0.01,NA,0,0.01,NA,NA,NA,0.02,NA,NA,NA,0.02,NA,6.68,3.36,NA,NA
1282,Suriname,2000,SUR,9801,470944,NA,0.027,0.057,2.192,0.07,3.28,4.655,NA,0.262,NA,NA,NA,NA,NA,0.782,71.699,NA,NA,NA,69.539,NA,17757.889,NA,NA,NA,NA,NA,5.776,13.123,1.02,2.166,0.21,0.446,2.165,4.598,NA,NA,8.363,0,0.01,NA,0,0.01,NA,NA,NA,0.02,NA,NA,NA,0.02,NA,6.18,2.72,NA,NA
1283,Suriname,2005,SUR,11931,499461,NA,0.028,0.055,1.589,0.033,2.1,3.181,NA,0.17,NA,NA,NA,NA,NA,0.924,80.304,NA,NA,0.037,77.966,NA,18736.43,NA,NA,NA,0.007,0.015,5.706,13.655,0.94,1.882,0.2,0.4,1.554,3.11,NA,NA,9.358,0,0.01,NA,0,0.01,NA,NA,0,0.02,NA,NA,0,0.01,NA,6.82,2.85,NA,NA
1284,Suriname,2010,SUR,14131,529126,NA,0.018,0.034,2.396,0.401,20.12,4.528,NA,0.174,NA,NA,NA,NA,NA,1.042,90.124,NA,0.011,0.073,87.621,NA,26043.428,NA,0.004,0.007,0.007,0.014,6.331,13.834,1.3,2.457,0.26,0.491,2.367,4.473,NA,NA,13.78,0,0.01,NA,0,0.01,NA,0,0,0.02,NA,0,0,0.02,NA,7.32,3.35,NA,NA
1285,Suriname,2015,SUR,14488,559136,NA,0.028,0.049,2.702,-0.106,-3.78,4.833,NA,0.257,NA,NA,NA,NA,NA,1.222,103.194,NA,0.029,0.11,100.456,NA,18828.262,NA,0.004,0.007,0.007,0.013,7.959,22.732,1.39,2.486,0.28,0.501,2.664,4.764,NA,NA,10.528,0,0.01,NA,0,0.01,NA,0,0,0.02,NA,0,0,0.02,NA,12.71,4.45,NA,NA
1286,Sweden,1990,SWE,30976,8567375,240234004480,1.272,0.148,57.378,1.858,3.35,6.697,0.239,0.086,11.761,1.373,84.98,9.919,0.354,71.301,3431.412,1202.914,0.336,4.401,2151.885,0.574,79640.68,2.84,0.336,0.039,1.617,0.189,8.013,8.23,8.56,0.999,6.08,0.71,41.819,4.881,0.067,0.574,682.312,0.25,0.25,0.13,0.59,0.42,0.27,0,0.01,0.8,0.03,0.13,0.04,0.45,0.26,70.51,68.65,27.602,48.1
1287,Sweden,1995,SWE,31118,8836421,251744239616,1.296,0.147,59.414,-0.585,-0.98,6.724,0.236,0.094,11.239,1.272,84.709,9.586,0.336,77.025,3723.61,1259.401,1.908,14.413,2367.587,3.276,73834.938,2.592,0.337,0.038,2.094,0.237,8.285,8.498,8.33,0.943,5.88,0.665,43.884,4.966,0.064,0.564,652.437,0.21,0.25,0.13,0.51,0.4,0.26,0.02,0.01,0.75,0.11,0.14,0.05,0.47,0.25,75.09,73.21,25.294,42.57
1288,Sweden,2000,SWE,36902,8881642,303455109120,1.288,0.145,54.71,-1.148,-2.05,6.16,0.18,0.088,10.119,1.139,82.308,9.267,0.271,82.915,4014.5,1313.914,3.702,25.536,2582.01,6.423,71999.062,2.107,0.374,0.042,2.116,0.238,7.652,7.88,7.67,0.864,5.84,0.658,40.174,4.523,0.072,0.639,639.47,0.18,0.22,0.11,0.45,0.38,0.25,0.03,0.02,0.71,0.16,0.14,0.04,0.39,0.3,69.99,67.96,27.599,50.45
1289,Sweden,2005,SWE,41270,9038627,354498740224,1.315,0.146,53.884,-2.617,-4.63,5.962,0.152,0.082,10.96,1.212,86.346,9.553,0.244,89.333,4294.319,1370.659,5.589,36.904,2782.038,9.795,75325.781,1.921,0.364,0.04,1.907,0.211,7.077,5.824,6.81,0.753,5.42,0.6,38.59,4.269,0.083,0.748,680.842,0.14,0.18,0.09,0.4,0.36,0.24,0.05,0.03,0.66,0.19,0.11,0.04,0.35,0.31,52.64,63.97,32.461,60.24
1290,Sweden,2010,SWE,42989,9390157,399841820672,1.324,0.141,53.126,5.874,12.43,5.658,0.133,0.089,10.342,1.101,86.365,9.197,0.216,96.097,4552.257,1420.267,9.8,49.087,2963.838,13.167,66201.172,1.555,0.825,0.088,3.469,0.369,6.464,5.295,5.87,0.625,5.43,0.578,36.465,3.883,0.075,0.701,621.639,0.11,0.16,0.07,0.34,0.34,0.22,0.07,0.03,0.62,0.21,0.22,0.06,0.32,0.29,49.72,60.7,33.239,62.57
1291,Sweden,2015,SWE,45698,9764949,428683493376,1.537,0.157,43.603,0.267,0.62,4.465,0.102,0.072,8.152,0.835,70.695,7.24,0.165,103.276,4780.433,1463.441,13.766,60.64,3122.963,16.347,64414.27,1.467,0.822,0.084,1.975,0.202,5.207,2.934,5.21,0.534,5.44,0.557,30.536,3.127,0.06,0.581,629.002,0.11,0.12,0.06,0.29,0.32,0.2,0.09,0.03,0.59,0.21,0.22,0.03,0.26,0.19,28.65,50.85,27.092,62.13
1292,Switzerland,1990,CHE,48182,6652873,234154442752,2.581,0.388,44.153,4.734,12.01,6.637,0.189,0.136,1.467,0.221,85.101,12.792,0.363,81.849,1747.204,572.817,0.026,40.071,1052.177,0.262,49846.945,1.416,0.026,0.004,3.878,0.583,7.933,7.715,6.44,0.968,2.84,0.427,35.938,5.402,0.039,0.262,331.625,0.52,0.19,0.02,0.67,0.22,0.13,0,0.05,0.39,0.01,0.01,0.1,0.39,0.12,51.33,52.78,40.948,92.74
1293,Switzerland,1995,CHE,46257,6995519,258065989632,1.989,0.284,43.413,0.737,1.73,6.206,0.168,0.129,0.798,0.114,89.546,12.8,0.347,92.218,1969.034,577.265,0.221,63.537,1234.292,1.501,49173.668,1.333,0.039,0.006,5.145,0.735,7.523,7.315,6.14,0.878,2.73,0.39,35.201,5.032,0.034,0.241,343.995,0.32,0.19,0.01,0.62,0.21,0.12,0,0.06,0.39,0.05,0.02,0.12,0.38,0.11,51.17,52.63,46.133,106.27
1294,Switzerland,2000,CHE,50776,7143764,316330344448,1.725,0.242,43.618,-0.828,-1.86,6.106,0.138,0.123,0.643,0.09,114.328,16.004,0.361,100.554,2188.848,579.877,0.431,91.629,1413.717,2.64,51000.602,1.152,0.039,0.005,5.758,0.806,7.381,7.175,5.68,0.795,2.55,0.357,35.222,4.93,0.032,0.231,364.336,0.24,0.17,0.01,0.55,0.21,0.11,0,0.08,0.39,0.07,0.01,0.12,0.34,0.11,51.26,52.73,70.711,162.12
1295,Switzerland,2005,CHE,52770,7386818,373064302592,1.847,0.25,45.788,0.552,1.22,6.199,0.123,0.138,0.636,0.086,111.937,15.154,0.3,109.256,2413.074,582.95,0.654,122.808,1593.601,3.806,45863.301,0.908,0.058,0.008,6.614,0.895,7.469,7.149,5.55,0.751,2.54,0.344,36.379,4.925,0.034,0.255,338.784,0.19,0.15,0.01,0.48,0.2,0.1,0.01,0.08,0.38,0.07,0.02,0.12,0.33,0.11,52.81,55.17,66.149,144.47
1296,Switzerland,2010,CHE,55866,7808674,455990116352,1.955,0.25,45.049,1.515,3.48,5.769,0.099,0.132,0.65,0.083,109.511,14.024,0.24,118.654,2635.114,586.342,0.874,155.77,1768.533,4.941,44793.816,0.767,0.046,0.006,7.16,0.917,7.008,6.705,5.53,0.708,2.56,0.328,35.022,4.485,0.028,0.218,349.78,0.16,0.14,0,0.42,0.2,0.09,0.01,0.09,0.37,0.08,0.01,0.12,0.31,0.09,52.36,54.72,64.462,143.09
1297,Switzerland,2015,CHE,57325,8296775,500062388224,1.715,0.207,38.731,-0.5,-1.28,4.668,0.078,0.118,0.563,0.068,119.35,14.385,0.239,127.815,2839.502,589.261,1.077,189.542,1925.88,5.928,40509.348,0.672,0.028,0.003,6.78,0.817,5.828,5.561,5.22,0.629,2.44,0.294,29.466,3.552,0.022,0.18,336.097,0.12,0.11,0,0.36,0.19,0.08,0.01,0.09,0.36,0.08,0.01,0.1,0.25,0.06,46.14,48.35,80.619,208.15
1310,Tajikistan,1990,TJK,3661,5283811,25321416704,0.264,0.05,12.084,-0.69,-5.4,2.287,0.477,NA,1.74,0.329,NA,NA,NA,7.1,365.773,93.122,1.998,52.059,211.494,NA,NA,NA,0.097,0.018,3.889,0.736,3.382,3.388,4.99,0.944,1.86,0.352,6.095,1.153,NA,NA,NA,0.05,0.05,0.02,0.06,0.05,0.02,0.02,0.07,0.08,NA,0.04,0.1,0.07,NA,17.9,17.87,NA,NA
1311,Tajikistan,1995,TJK,1276,5764806,9460370432,0.049,0.009,2.445,0.09,3.83,0.424,0.259,0.04,0.051,0.009,NA,NA,NA,7.839,392.82,96.255,NA,64.37,222.268,NA,10621.405,6.472,NA,NA,1.674,0.29,1.381,1.388,3.38,0.586,1.21,0.21,0.671,0.116,NA,NA,61.23,0.01,0.01,0,0.05,0.04,0.02,NA,0.07,0.07,NA,NA,0.04,0.01,NA,8,7.96,NA,NA
1312,Tajikistan,2000,TJK,1185,6216329,10735309824,0.024,0.004,2.234,-0.283,-11.26,0.359,0.208,0.038,0.044,0.007,NA,NA,NA,7.929,405.041,96.464,NA,72.332,226.229,NA,9460.52,5.478,NA,NA,1.436,0.231,1.065,1.07,2.8,0.45,0.92,0.148,0.729,0.117,NA,NA,58.81,0,0.01,0,0.04,0.04,0.02,NA,0.06,0.06,NA,NA,0.03,0.01,NA,6.65,6.62,NA,NA
1313,Tajikistan,2005,TJK,1721,6789318,16469403648,0.124,0.018,2.439,-0.121,-4.73,0.359,0.148,0.035,0.169,0.025,NA,NA,NA,8.312,416.277,97.047,NA,78.225,230.605,NA,10215.908,4.211,NA,NA,1.229,0.181,1.096,1.044,3.31,0.488,1.1,0.162,0.917,0.135,NA,NA,69.359,0.01,0.01,0,0.04,0.04,0.02,NA,0.05,0.06,NA,NA,0.02,0.01,NA,7.09,7.44,NA,NA
1314,Tajikistan,2010,TJK,2138,7527397,22280812544,0.144,0.019,2.536,0.092,3.78,0.337,0.114,0.044,0.338,0.045,NA,NA,NA,8.935,430.036,98.524,NA,82.494,237.994,NA,7598.502,2.567,NA,NA,0.367,0.049,1.168,1.121,4.33,0.575,1.57,0.209,1.688,0.224,NA,NA,57.197,0.01,0.01,0,0.03,0.03,0.02,NA,0.05,0.05,NA,NA,0.01,0.01,NA,8.44,8.79,NA,NA
1315,Tajikistan,2015,TJK,2670,8454019,31037368320,0.693,0.082,5.302,0.702,15.26,0.627,0.171,0.084,1.759,0.208,NA,NA,NA,10.647,448.119,103.709,NA,83.157,248.518,NA,7481.205,2.038,NA,NA,0.007,0.001,1.469,1.422,5.23,0.619,1.94,0.229,2.843,0.336,NA,NA,63.246,0.05,0.01,0.01,0.03,0.03,0.01,NA,0.04,0.05,NA,NA,0,0.02,NA,12.02,12.42,NA,NA
1316,Tanzania,1990,TZA,1546,25203848,22062497792,0.222,0.009,2.112,-0.049,-2.28,0.084,0.096,0.132,0.011,0,3.437,0.136,0.156,3.231,65.303,1.079,NA,NA,60.992,NA,633.446,0.724,NA,NA,NA,NA,1.58,3.896,24.92,0.989,19.25,0.764,1.88,0.075,NA,NA,15.965,0.04,0.01,0,0.03,0.01,0,NA,NA,0.02,NA,NA,NA,0.02,NA,98.2,39.83,1.325,62.74
1317,Tanzania,1995,TZA,1436,29649128,27505913856,0.243,0.008,2.434,0.371,17.97,0.082,0.089,0.171,0.114,0.004,3.94,0.133,0.143,4.265,76.659,1.629,NA,NA,70.764,NA,481.242,0.519,NA,NA,NA,NA,1.543,3.512,28.31,0.955,20.93,0.706,2.077,0.07,NA,NA,14.268,0.04,0.01,0,0.03,0.01,0,NA,NA,0.02,NA,NA,NA,0.02,NA,104.12,45.76,1.507,61.9
1318,Tanzania,2000,TZA,1565,33499176,38757965824,0.337,0.01,2.572,0.113,4.6,0.077,0.066,0.147,0.209,0.006,4.926,0.147,0.127,5.802,89.521,2.381,NA,NA,81.338,NA,522.009,0.451,NA,NA,NA,NA,1.376,2.951,26.32,0.786,17.38,0.519,2.026,0.06,NA,NA,17.487,0.05,0.01,0,0.03,0.01,0,NA,NA,0.02,NA,NA,NA,0.02,NA,98.85,46.1,2.354,91.55
1319,Tanzania,2005,TZA,1909,38450324,60800811008,0.541,0.014,5.359,1.127,26.63,0.139,0.088,0.186,0.081,0.002,8.249,0.214,0.136,8.101,109.327,3.194,0.015,0.923,97.093,NA,749.943,0.474,0.004,0,0.678,0.018,1.56,3.187,37.5,0.975,27.22,0.708,4.056,0.105,NA,NA,28.836,0.06,0.02,0,0.04,0.01,0,0,0,0.02,NA,0,0.01,0.04,NA,122.53,60,2.89,53.92
1320,Tanzania,2010,TZA,2228,44346532,93138952192,0.892,0.02,6.927,1.156,20.03,0.156,0.074,0.181,NA,NA,11.799,0.266,0.127,11.585,139.529,NA,0.033,6.652,117.904,NA,860.814,0.41,0.004,0,1.472,0.033,1.5,2.869,40.59,0.915,27.58,0.622,4.559,0.103,NA,NA,38.174,0.07,0.02,NA,0.04,0.01,NA,0,0,0.02,NA,0,0.02,0.04,NA,127.25,66.51,4.872,70.34
1321,Tanzania,2015,TZA,2613,51482636,133146214400,1.215,0.024,10.639,0.738,7.46,0.207,0.08,0.203,0.682,0.013,19.439,0.378,0.146,16.709,186.79,5.341,0.051,15.42,149.269,NA,1018.551,0.394,0.004,0,1.674,0.032,1.587,2.769,47.26,0.918,31.19,0.606,7.064,0.137,NA,NA,52.438,0.08,0.03,0,0.05,0.01,0,0,0.01,0.03,NA,0,0.02,0.06,NA,142.55,81.71,8.8,82.72
1322,Thailand,1990,THA,6653,56558196,407627792384,7.678,0.136,87.916,10.132,13.03,1.554,0.216,0.244,13.59,0.24,120.595,2.132,0.296,74.736,958.865,73.078,NA,59.345,751.705,NA,6323.804,0.877,NA,NA,11.121,0.197,2.806,3.06,55.98,0.99,15.41,0.272,55.527,0.982,NA,NA,357.663,1.54,0.39,0.16,0.62,0.12,0.02,NA,0.08,0.28,NA,NA,0.29,0.6,NA,173.05,158.69,32.679,37.17
1323,Thailand,1995,THA,9385,59467272,593301602304,14.827,0.249,155.517,22.218,16.67,2.615,0.262,0.253,24.072,0.405,174.343,2.932,0.294,130.598,1571.304,168.104,NA,142.906,1129.696,NA,10347.691,1.037,NA,NA,19.489,0.328,3.902,4.142,59.79,1.005,17.43,0.293,97.129,1.633,NA,NA,615.349,2.37,0.66,0.27,0.87,0.17,0.03,NA,0.14,0.36,NA,NA,0.46,1.04,NA,246.29,232.03,18.826,12.11
1324,Thailand,2000,THA,9190,62952640,595846889472,10.848,0.172,168.8,3.813,2.31,2.681,0.283,0.23,30.084,0.478,154.567,2.455,0.259,194.135,2415.558,311.2,NA,287.6,1622.623,NA,11785.847,1.245,NA,NA,35.445,0.563,3.986,4.194,66.41,1.055,16.44,0.261,92.422,1.468,NA,NA,741.95,1.51,0.67,0.33,1.06,0.23,0.06,NA,0.24,0.44,NA,NA,0.75,0.9,NA,264,250.96,-14.233,-8.43
1325,Thailand,2005,THA,11527,65416188,752297639936,15.912,0.243,222.99,5.819,2.68,3.409,0.296,0.216,41.194,0.63,218.447,3.339,0.29,264.045,3429.23,502.11,NA,534.84,2128.235,NA,15617.369,1.358,NA,NA,54.04,0.826,4.793,4.315,72.09,1.102,19.09,0.292,111.844,1.71,NA,NA,1021.629,1.66,0.75,0.36,1.17,0.29,0.09,NA,0.36,0.51,NA,NA,1,1.01,NA,282.26,313.51,-4.543,-2.04
1326,Thailand,2010,THA,13489,67195032,876003852288,12.104,0.18,255.405,13.131,5.42,3.801,0.292,0.209,56.144,0.836,249.68,3.716,0.285,334.483,4609.523,764.395,NA,860.487,2650.158,NA,18191.402,1.395,NA,NA,80.983,1.205,5.223,4.76,82.22,1.224,23.63,0.352,106.173,1.58,NA,NA,1222.372,0.97,0.77,0.4,1.18,0.34,0.12,NA,0.49,0.56,NA,NA,1.3,0.94,NA,319.84,350.96,-5.725,-2.24
